aidtype_label_en,donor,donor_label_en,recipient,recipient_label_en,obs_time,obs_value,powercode_label_en,datatype_label_en
ODA: Total Net,301,Canada,614,Kyrgyzstan,2020,0.99,Millions,Current Prices
ODA: Total Net,3,Denmark,614,Kyrgyzstan,2020,-0.11,Millions,Current Prices
ODA: Total Net,1,Austria,614,Kyrgyzstan,2020,0.56,Millions,Current Prices
ODA: Total Net,10,Sweden,614,Kyrgyzstan,2020,0.06,Millions,Current Prices
ODA: Total Net,11,Switzerland,614,Kyrgyzstan,2020,24.07,Millions,Current Prices
ODA: Total Net,18,Finland,614,Kyrgyzstan,2020,0.73,Millions,Current Prices
ODA: Total Net,12,United Kingdom,614,Kyrgyzstan,2020,6.26,Millions,Current Prices
ODA: Total Net,18,Finland,615,Tajikistan,2020,0.91,Millions,Current Prices
ODA: Total Net,12,United Kingdom,615,Tajikistan,2020,5.72,Millions,Current Prices
ODA: Total Net,11,Switzerland,615,Tajikistan,2020,20.67,Millions,Current Prices
ODA: Total Net,10,Sweden,615,Tajikistan,2020,0.34,Millions,Current Prices
ODA: Total Net,1,Austria,615,Tajikistan,2020,-0.94,Millions,Current Prices
ODA: Total Net,301,Canada,615,Tajikistan,2020,1.69,Millions,Current Prices
ODA: Total Net,22,Luxembourg,615,Tajikistan,2020,0.05,Millions,Current Prices
ODA: Total Net,302,United States,615,Tajikistan,2020,31.32,Millions,Current Prices
ODA: Total Net,4,France,615,Tajikistan,2020,0.12,Millions,Current Prices
ODA: Total Net,75,Hungary,615,Tajikistan,2020,0.04,Millions,Current Prices
ODA: Total Net,76,Poland,615,Tajikistan,2020,0.17,Millions,Current Prices
ODA: Total Net,742,Korea,615,Tajikistan,2020,5.32,Millions,Current Prices
ODA: Total Net,801,Australia,615,Tajikistan,2020,0.02,Millions,Current Prices
ODA: Total Net,8,Norway,615,Tajikistan,2020,2.82,Millions,Current Prices
ODA: Total Net,68,Czech Republic,615,Tajikistan,2020,0.05,Millions,Current Prices
ODA: Total Net,701,Japan,615,Tajikistan,2020,26.66,Millions,Current Prices
ODA: Total Net,50,Spain,615,Tajikistan,2020,0.04,Millions,Current Prices
ODA: Total Net,5,Germany,615,Tajikistan,2020,17.7,Millions,Current Prices
ODA: Total Net,5,Germany,616,Turkmenistan,2020,1.75,Millions,Current Prices
ODA: Total Net,6,Italy,616,Turkmenistan,2020,0.01,Millions,Current Prices
ODA: Total Net,701,Japan,616,Turkmenistan,2020,-1.78,Millions,Current Prices
ODA: Total Net,742,Korea,616,Turkmenistan,2020,1.45,Millions,Current Prices
ODA: Total Net,75,Hungary,616,Turkmenistan,2020,0.41,Millions,Current Prices
ODA: Total Net,76,Poland,616,Turkmenistan,2020,0.17,Millions,Current Prices
ODA: Total Net,4,France,616,Turkmenistan,2020,0.38,Millions,Current Prices
ODA: Total Net,302,United States,616,Turkmenistan,2020,3.68,Millions,Current Prices
ODA: Total Net,301,Canada,616,Turkmenistan,2020,0.05,Millions,Current Prices
ODA: Total Net,1,Austria,616,Turkmenistan,2020,0.2,Millions,Current Prices
ODA: Total Net,12,United Kingdom,616,Turkmenistan,2020,0.7,Millions,Current Prices
ODA: Total Net,18,Finland,616,Turkmenistan,2020,0.02,Millions,Current Prices
ODA: Total Net,18,Finland,617,Uzbekistan,2020,1.14,Millions,Current Prices
ODA: Total Net,2,Belgium,617,Uzbekistan,2020,0.29,Millions,Current Prices
ODA: Total Net,21,Ireland,617,Uzbekistan,2020,0.04,Millions,Current Prices
ODA: Total Net,12,United Kingdom,617,Uzbekistan,2020,4.22,Millions,Current Prices
ODA: Total Net,801,Australia,625,Afghanistan,2020,44.27,Millions,Current Prices
ODA: Total Net,9,Portugal,625,Afghanistan,2020,1.05,Millions,Current Prices
ODA: Total Net,820,New Zealand,625,Afghanistan,2020,2.15,Millions,Current Prices
ODA: Total Net,742,Korea,625,Afghanistan,2020,17.47,Millions,Current Prices
ODA: Total Net,76,Poland,625,Afghanistan,2020,0.69,Millions,Current Prices
ODA: Total Net,75,Hungary,625,Afghanistan,2020,0.02,Millions,Current Prices
ODA: Total Net,701,Japan,625,Afghanistan,2020,126.23,Millions,Current Prices
ODA: Total Net,7,Netherlands,625,Afghanistan,2020,51.83,Millions,Current Prices
ODA: Total Net,61,Slovenia,625,Afghanistan,2020,0.05,Millions,Current Prices
ODA: Total Net,68,Czech Republic,625,Afghanistan,2020,1.43,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,625,Afghanistan,2020,0.42,Millions,Current Prices
ODA: Total Net,6,Italy,625,Afghanistan,2020,24.44,Millions,Current Prices
ODA: Total Net,50,Spain,625,Afghanistan,2020,0.36,Millions,Current Prices
ODA: Total Net,5,Germany,625,Afghanistan,2020,373.13,Millions,Current Prices
ODA: Total Net,50,Spain,63,Serbia,2020,0.68,Millions,Current Prices
ODA: Total Net,6,Italy,63,Serbia,2020,0.4,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,63,Serbia,2020,18.6,Millions,Current Prices
ODA: Total Net,61,Slovenia,63,Serbia,2020,5.03,Millions,Current Prices
ODA: Total Net,68,Czech Republic,63,Serbia,2020,1.56,Millions,Current Prices
ODA: Total Net,7,Netherlands,63,Serbia,2020,0.16,Millions,Current Prices
ODA: Total Net,701,Japan,63,Serbia,2020,46.82,Millions,Current Prices
ODA: Total Net,75,Hungary,63,Serbia,2020,49.39,Millions,Current Prices
ODA: Total Net,76,Poland,63,Serbia,2020,-1.38,Millions,Current Prices
ODA: Total Net,742,Korea,63,Serbia,2020,1.61,Millions,Current Prices
ODA: Total Net,9,Portugal,63,Serbia,2020,0.05,Millions,Current Prices
ODA: Total Net,801,Australia,63,Serbia,2020,0.01,Millions,Current Prices
ODA: Total Net,8,Norway,63,Serbia,2020,3.71,Millions,Current Prices
ODA: Total Net,22,Luxembourg,63,Serbia,2020,0.12,Millions,Current Prices
ODA: Total Net,301,Canada,63,Serbia,2020,0.06,Millions,Current Prices
ODA: Total Net,40,Greece,63,Serbia,2020,0,Millions,Current Prices
ODA: Total Net,5,Germany,63,Serbia,2020,43.06,Millions,Current Prices
ODA: Total Net,4,France,63,Serbia,2020,10.72,Millions,Current Prices
ODA: Total Net,302,United States,63,Serbia,2020,27.95,Millions,Current Prices
ODA: Total Net,11,Switzerland,63,Serbia,2020,27.11,Millions,Current Prices
ODA: Total Net,10,Sweden,63,Serbia,2020,14.36,Millions,Current Prices
ODA: Total Net,1,Austria,63,Serbia,2020,17.15,Millions,Current Prices
ODA: Total Net,2,Belgium,63,Serbia,2020,0.34,Millions,Current Prices
ODA: Total Net,12,United Kingdom,63,Serbia,2020,3.54,Millions,Current Prices
ODA: Total Net,12,United Kingdom,630,Bhutan,2020,0.51,Millions,Current Prices
ODA: Total Net,18,Finland,630,Bhutan,2020,0.17,Millions,Current Prices
ODA: Total Net,1,Austria,630,Bhutan,2020,-0.24,Millions,Current Prices
ODA: Total Net,10,Sweden,630,Bhutan,2020,0,Millions,Current Prices
ODA: Total Net,11,Switzerland,630,Bhutan,2020,1.1,Millions,Current Prices
ODA: Total Net,4,France,630,Bhutan,2020,0.02,Millions,Current Prices
ODA: Total Net,302,United States,630,Bhutan,2020,0.22,Millions,Current Prices
ODA: Total Net,5,Germany,630,Bhutan,2020,1.57,Millions,Current Prices
ODA: Total Net,3,Denmark,64,Bosnia and Herzegovina,2020,-1.61,Millions,Current Prices
ODA: Total Net,301,Canada,64,Bosnia and Herzegovina,2020,0.21,Millions,Current Prices
ODA: Total Net,801,Australia,64,Bosnia and Herzegovina,2020,0.01,Millions,Current Prices
ODA: Total Net,8,Norway,64,Bosnia and Herzegovina,2020,4.66,Millions,Current Prices
ODA: Total Net,9,Portugal,64,Bosnia and Herzegovina,2020,-0.4,Millions,Current Prices
ODA: Total Net,742,Korea,64,Bosnia and Herzegovina,2020,-3.67,Millions,Current Prices
ODA: Total Net,75,Hungary,64,Bosnia and Herzegovina,2020,0.97,Millions,Current Prices
ODA: Total Net,76,Poland,64,Bosnia and Herzegovina,2020,-1.14,Millions,Current Prices
ODA: Total Net,701,Japan,64,Bosnia and Herzegovina,2020,12.92,Millions,Current Prices
ODA: Total Net,68,Czech Republic,64,Bosnia and Herzegovina,2020,4.79,Millions,Current Prices
ODA: Total Net,61,Slovenia,64,Bosnia and Herzegovina,2020,6.23,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,64,Bosnia and Herzegovina,2020,0.41,Millions,Current Prices
ODA: Total Net,7,Netherlands,64,Bosnia and Herzegovina,2020,0.11,Millions,Current Prices
ODA: Total Net,50,Spain,64,Bosnia and Herzegovina,2020,-11.76,Millions,Current Prices
ODA: Total Net,6,Italy,64,Bosnia and Herzegovina,2020,2.94,Millions,Current Prices
ODA: Total Net,6,Italy,640,Sri Lanka,2020,1.29,Millions,Current Prices
ODA: Total Net,5,Germany,640,Sri Lanka,2020,-1.87,Millions,Current Prices
ODA: Total Net,50,Spain,640,Sri Lanka,2020,-1.36,Millions,Current Prices
ODA: Total Net,68,Czech Republic,640,Sri Lanka,2020,0.01,Millions,Current Prices
ODA: Total Net,701,Japan,640,Sri Lanka,2020,83.79,Millions,Current Prices
ODA: Total Net,7,Netherlands,640,Sri Lanka,2020,0.05,Millions,Current Prices
ODA: Total Net,75,Hungary,640,Sri Lanka,2020,0.08,Millions,Current Prices
ODA: Total Net,76,Poland,640,Sri Lanka,2020,0.15,Millions,Current Prices
ODA: Total Net,742,Korea,640,Sri Lanka,2020,8.91,Millions,Current Prices
ODA: Total Net,820,New Zealand,640,Sri Lanka,2020,0.86,Millions,Current Prices
ODA: Total Net,8,Norway,640,Sri Lanka,2020,6.3,Millions,Current Prices
ODA: Total Net,801,Australia,640,Sri Lanka,2020,13.21,Millions,Current Prices
ODA: Total Net,301,Canada,640,Sri Lanka,2020,4.16,Millions,Current Prices
ODA: Total Net,3,Denmark,640,Sri Lanka,2020,-0.23,Millions,Current Prices
ODA: Total Net,21,Ireland,640,Sri Lanka,2020,0.11,Millions,Current Prices
ODA: Total Net,22,Luxembourg,640,Sri Lanka,2020,0.08,Millions,Current Prices
ODA: Total Net,4,France,640,Sri Lanka,2020,1.77,Millions,Current Prices
ODA: Total Net,302,United States,640,Sri Lanka,2020,19.32,Millions,Current Prices
ODA: Total Net,11,Switzerland,640,Sri Lanka,2020,3.52,Millions,Current Prices
ODA: Total Net,1,Austria,640,Sri Lanka,2020,1.35,Millions,Current Prices
ODA: Total Net,10,Sweden,640,Sri Lanka,2020,2.03,Millions,Current Prices
ODA: Total Net,2,Belgium,640,Sri Lanka,2020,0.17,Millions,Current Prices
ODA: Total Net,18,Finland,640,Sri Lanka,2020,0.46,Millions,Current Prices
ODA: Total Net,12,United Kingdom,640,Sri Lanka,2020,12.39,Millions,Current Prices
ODA: Total Net,12,United Kingdom,645,India,2020,121.69,Millions,Current Prices
ODA: Total Net,18,Finland,645,India,2020,1.85,Millions,Current Prices
ODA: Total Net,2,Belgium,645,India,2020,2.26,Millions,Current Prices
ODA: Total Net,10,Sweden,645,India,2020,5.25,Millions,Current Prices
ODA: Total Net,1,Austria,645,India,2020,9.75,Millions,Current Prices
ODA: Total Net,301,Canada,655,Maldives,2020,0.15,Millions,Current Prices
ODA: Total Net,801,Australia,655,Maldives,2020,0.88,Millions,Current Prices
ODA: Total Net,742,Korea,655,Maldives,2020,0.32,Millions,Current Prices
ODA: Total Net,701,Japan,655,Maldives,2020,60.53,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,655,Maldives,2020,0,Millions,Current Prices
ODA: Total Net,6,Italy,655,Maldives,2020,0.12,Millions,Current Prices
ODA: Total Net,5,Germany,655,Maldives,2020,0.54,Millions,Current Prices
ODA: Total Net,50,Spain,66,North Macedonia,2020,-0.36,Millions,Current Prices
ODA: Total Net,6,Italy,66,North Macedonia,2020,0.2,Millions,Current Prices
ODA: Total Net,7,Netherlands,66,North Macedonia,2020,0.27,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,66,North Macedonia,2020,0.28,Millions,Current Prices
ODA: Total Net,68,Czech Republic,66,North Macedonia,2020,0.14,Millions,Current Prices
ODA: Total Net,61,Slovenia,66,North Macedonia,2020,6.05,Millions,Current Prices
ODA: Total Net,701,Japan,66,North Macedonia,2020,-3.49,Millions,Current Prices
ODA: Total Net,742,Korea,66,North Macedonia,2020,0.46,Millions,Current Prices
ODA: Total Net,76,Poland,66,North Macedonia,2020,0.13,Millions,Current Prices
ODA: Total Net,75,Hungary,66,North Macedonia,2020,0.77,Millions,Current Prices
ODA: Total Net,801,Australia,66,North Macedonia,2020,0.02,Millions,Current Prices
ODA: Total Net,8,Norway,66,North Macedonia,2020,2.99,Millions,Current Prices
ODA: Total Net,9,Portugal,66,North Macedonia,2020,0.01,Millions,Current Prices
ODA: Total Net,302,United States,66,North Macedonia,2020,18.53,Millions,Current Prices
ODA: Total Net,4,France,66,North Macedonia,2020,1.66,Millions,Current Prices
ODA: Total Net,5,Germany,66,North Macedonia,2020,3.81,Millions,Current Prices
ODA: Total Net,22,Luxembourg,66,North Macedonia,2020,0.12,Millions,Current Prices
ODA: Total Net,301,Canada,66,North Macedonia,2020,0.28,Millions,Current Prices
ODA: Total Net,1,Austria,66,North Macedonia,2020,1.79,Millions,Current Prices
ODA: Total Net,11,Switzerland,66,North Macedonia,2020,20.43,Millions,Current Prices
ODA: Total Net,10,Sweden,66,North Macedonia,2020,6.96,Millions,Current Prices
ODA: Total Net,12,United Kingdom,66,North Macedonia,2020,3.41,Millions,Current Prices
ODA: Total Net,18,Finland,66,North Macedonia,2020,0.01,Millions,Current Prices
ODA: Total Net,12,United Kingdom,660,Nepal,2020,108.07,Millions,Current Prices
ODA: Total Net,18,Finland,660,Nepal,2020,20.6,Millions,Current Prices
ODA: Total Net,2,Belgium,660,Nepal,2020,0.09,Millions,Current Prices
ODA: Total Net,10,Sweden,660,Nepal,2020,1.95,Millions,Current Prices
ODA: Total Net,11,Switzerland,660,Nepal,2020,38.85,Millions,Current Prices
ODA: Total Net,1,Austria,660,Nepal,2020,1.12,Millions,Current Prices
ODA: Total Net,301,Canada,660,Nepal,2020,4.07,Millions,Current Prices
ODA: Total Net,3,Denmark,660,Nepal,2020,3.18,Millions,Current Prices
ODA: Total Net,21,Ireland,660,Nepal,2020,0.58,Millions,Current Prices
ODA: Total Net,22,Luxembourg,660,Nepal,2020,2.39,Millions,Current Prices
ODA: Total Net,4,France,660,Nepal,2020,1.57,Millions,Current Prices
ODA: Total Net,302,United States,660,Nepal,2020,133.18,Millions,Current Prices
ODA: Total Net,820,New Zealand,660,Nepal,2020,0.34,Millions,Current Prices
ODA: Total Net,9,Portugal,660,Nepal,2020,0,Millions,Current Prices
ODA: Total Net,8,Norway,660,Nepal,2020,32.77,Millions,Current Prices
ODA: Total Net,8,Norway,666,Bangladesh,2020,14.95,Millions,Current Prices
ODA: Total Net,76,Poland,666,Bangladesh,2020,0.68,Millions,Current Prices
ODA: Total Net,75,Hungary,666,Bangladesh,2020,1.14,Millions,Current Prices
ODA: Total Net,742,Korea,666,Bangladesh,2020,103.77,Millions,Current Prices
ODA: Total Net,7,Netherlands,666,Bangladesh,2020,32.4,Millions,Current Prices
ODA: Total Net,701,Japan,666,Bangladesh,2020,2010.21,Millions,Current Prices
ODA: Total Net,68,Czech Republic,666,Bangladesh,2020,0.22,Millions,Current Prices
ODA: Total Net,6,Italy,666,Bangladesh,2020,2.66,Millions,Current Prices
ODA: Total Net,50,Spain,666,Bangladesh,2020,0.52,Millions,Current Prices
ODA: Total Net,5,Germany,666,Bangladesh,2020,165.78,Millions,Current Prices
ODA: Total Net,5,Germany,679,"South Asia, regional",2020,15.78,Millions,Current Prices
ODA: Total Net,6,Italy,679,"South Asia, regional",2020,0.02,Millions,Current Prices
ODA: Total Net,68,Czech Republic,679,"South Asia, regional",2020,0.15,Millions,Current Prices
ODA: Total Net,701,Japan,679,"South Asia, regional",2020,4.06,Millions,Current Prices
ODA: Total Net,8,Norway,679,"South Asia, regional",2020,0.72,Millions,Current Prices
ODA: Total Net,302,United States,679,"South Asia, regional",2020,7.3,Millions,Current Prices
ODA: Total Net,4,France,679,"South Asia, regional",2020,0,Millions,Current Prices
ODA: Total Net,3,Denmark,679,"South Asia, regional",2020,0.2,Millions,Current Prices
ODA: Total Net,301,Canada,679,"South Asia, regional",2020,1.91,Millions,Current Prices
ODA: Total Net,1,Austria,679,"South Asia, regional",2020,0.21,Millions,Current Prices
ODA: Total Net,11,Switzerland,679,"South Asia, regional",2020,3.47,Millions,Current Prices
ODA: Total Net,10,Sweden,679,"South Asia, regional",2020,1.73,Millions,Current Prices
ODA: Total Net,18,Finland,679,"South Asia, regional",2020,0.2,Millions,Current Prices
ODA: Total Net,12,United Kingdom,679,"South Asia, regional",2020,40.1,Millions,Current Prices
ODA: Total Net,18,Finland,689,"South & Central Asia, regional",2020,0.39,Millions,Current Prices
ODA: Total Net,12,United Kingdom,689,"South & Central Asia, regional",2020,6.93,Millions,Current Prices
ODA: Total Net,11,Switzerland,689,"South & Central Asia, regional",2020,4.48,Millions,Current Prices
ODA: Total Net,1,Austria,689,"South & Central Asia, regional",2020,1.54,Millions,Current Prices
ODA: Total Net,301,Canada,689,"South & Central Asia, regional",2020,10.98,Millions,Current Prices
ODA: Total Net,3,Denmark,689,"South & Central Asia, regional",2020,0.23,Millions,Current Prices
ODA: Total Net,22,Luxembourg,689,"South & Central Asia, regional",2020,0.34,Millions,Current Prices
ODA: Total Net,302,United States,689,"South & Central Asia, regional",2020,6.75,Millions,Current Prices
ODA: Total Net,8,Norway,689,"South & Central Asia, regional",2020,1.66,Millions,Current Prices
ODA: Total Net,801,Australia,689,"South & Central Asia, regional",2020,6.98,Millions,Current Prices
ODA: Total Net,742,Korea,689,"South & Central Asia, regional",2020,2.68,Millions,Current Prices
ODA: Total Net,701,Japan,689,"South & Central Asia, regional",2020,4.09,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,689,"South & Central Asia, regional",2020,0.03,Millions,Current Prices
ODA: Total Net,5,Germany,689,"South & Central Asia, regional",2020,5.23,Millions,Current Prices
ODA: Total Net,50,Spain,71,Albania,2020,0.05,Millions,Current Prices
ODA: Total Net,6,Italy,71,Albania,2020,13.86,Millions,Current Prices
ODA: Total Net,6,Italy,728,Cambodia,2020,0.27,Millions,Current Prices
ODA: Total Net,50,Spain,728,Cambodia,2020,-9.49,Millions,Current Prices
ODA: Total Net,5,Germany,728,Cambodia,2020,35.6,Millions,Current Prices
ODA: Total Net,5,Germany,730,China (People's Republic of),2020,373.61,Millions,Current Prices
ODA: Total Net,50,Spain,730,China (People's Republic of),2020,-26.85,Millions,Current Prices
ODA: Total Net,61,Slovenia,730,China (People's Republic of),2020,0.02,Millions,Current Prices
ODA: Total Net,6,Italy,730,China (People's Republic of),2020,-25.3,Millions,Current Prices
ODA: Total Net,68,Czech Republic,730,China (People's Republic of),2020,0.21,Millions,Current Prices
ODA: Total Net,701,Japan,730,China (People's Republic of),2020,-856.97,Millions,Current Prices
ODA: Total Net,7,Netherlands,730,China (People's Republic of),2020,2.89,Millions,Current Prices
ODA: Total Net,742,Korea,730,China (People's Republic of),2020,-0.62,Millions,Current Prices
ODA: Total Net,76,Poland,730,China (People's Republic of),2020,-10.78,Millions,Current Prices
ODA: Total Net,75,Hungary,730,China (People's Republic of),2020,5.27,Millions,Current Prices
ODA: Total Net,801,Australia,730,China (People's Republic of),2020,0.46,Millions,Current Prices
ODA: Total Net,8,Norway,730,China (People's Republic of),2020,9.07,Millions,Current Prices
ODA: Total Net,820,New Zealand,730,China (People's Republic of),2020,0.34,Millions,Current Prices
ODA: Total Net,9,Portugal,730,China (People's Republic of),2020,44.15,Millions,Current Prices
ODA: Total Net,301,Canada,730,China (People's Republic of),2020,-11.74,Millions,Current Prices
ODA: Total Net,302,United States,730,China (People's Republic of),2020,21.82,Millions,Current Prices
ODA: Total Net,4,France,730,China (People's Republic of),2020,-48.6,Millions,Current Prices
ODA: Total Net,22,Luxembourg,730,China (People's Republic of),2020,0.19,Millions,Current Prices
ODA: Total Net,21,Ireland,730,China (People's Republic of),2020,0.04,Millions,Current Prices
ODA: Total Net,3,Denmark,730,China (People's Republic of),2020,-1,Millions,Current Prices
ODA: Total Net,10,Sweden,730,China (People's Republic of),2020,2.31,Millions,Current Prices
ODA: Total Net,1,Austria,730,China (People's Republic of),2020,5.73,Millions,Current Prices
ODA: Total Net,11,Switzerland,730,China (People's Republic of),2020,4.35,Millions,Current Prices
